1502782748	0	32	104	32	364
1502782767	0	29	1	46	324
1502782787	0	33	1	49	368
1502782923	0	25	2	37	784
1502782962	0	33	1	49	367
1502783010	0	33	1	61	363
1502783053	0	21	2	44	35
1502783069	0	33	1	61	378
1502783083	0	24	42	41	797
1502783101	0	29	1	52	334
1502783144	0	33	1	34	377
1502783186	0	21	1	42	34
1502783189	0	24	42	41	795
1502783207	0	29	1	48	333
1502783211	0	33	1	61	380
1502783231	0	28	129	50	335
1502783270	0	33	1	34	378
1502783289	0	20	132	40	419
1502783294	0	24	42	40	178
1502783294	0	23	104	40	377
1502783338	0	33	1	57	377
1502783395	0	28	129	52	336
1502783426	0	29	1	46	319
1502783445	0	32	104	57	378
1502783521	0	21	2	44	41
1502783542	0	24	42	37	799
1502783584	0	25	1	43	802
1502783589	0	28	129	50	339
1502783593	0	24	42	43	802
1502783605	0	21	2	42	43
1502783628	0	25	1	43	803
1502783643	0	29	1	50	337
1502783648	0	20	132	44	43
1502783670	0	32	104	38	379
1502783690	0	29	1	52	337
1502783694	0	25	1	45	801
1502783643	0	29	1	50	337
1502783648	0	20	132	44	43
1502783728	0	24	42	43	800
1502783755	0	21	2	44	43
1502783783	0	33	1	36	381
1502783786	0	24	42	41	801
1502783805	0	29	1	50	339
1502783830	0	32	104	32	356
1502783846	0	24	42	43	806
1502783863	0	33	1	38	358
1502783883	0	25	1	43	802
1502783888	0	32	104	36	382
1502783922	0	29	1	48	340
1502783931	0	25	1	43	805
1502783948	0	21	2	40	45
1502783970	0	25	1	39	777
1502783994	0	21	1	42	408
1502783998	0	24	42	43	805
1502784007	0	28	129	46	317
1502784022	0	25	1	41	779
1502784029	0	20	132	42	22
1502784069	0	25	1	41	804
1502784085	0	32	104	42	380
1502784091	0	20	132	38	46
1502784102	0	29	1	46	326
1502784126	0	28	129	48	339
1502784146	0	20	132	42	45
1502784168	0	33	1	44	379
1502784173	0	21	1	36	45
1502784186	0	24	42	41	802
1502784213	0	25	1	41	802
1502784253	0	32	30	57	732
1502784255	0	21	2	40	49
1502784272	0	29	1	61	319
1502784186	0	24	42	41	802
1502784365	0	20	53	40	32
1502784272	0	29	1	61	319
1502784186	0	24	42	41	802
1502783648	0	20	132	44	43
1502784403	0	33	1	59	731
1502784419	0	24	40	63	786
1502784444	0	25	1	33	804
1502784465	0	29	1	61	343
1502784471	0	33	1	58	381
1502784503	0	32	30	54	365
1502784509	0	25	1	35	791
1502784532	0	29	1	57	344
1502784542	0	20	54	44	50
1502784546	0	24	40	37	805
1502784551	0	33	1	56	381
1502784565	0	21	2	44	54
1502784569	0	32	30	58	381
1502784580	0	25	1	36	304
1502784609	0	28	129	61	346
1502784628	0	25	1	35	772
1502784693	0	25	1	35	785
1502784726	0	24	40	37	807
1502784784	0	29	1	61	324
1502784806	0	33	1	60	365
1502784826	0	24	40	37	813
1502784842	0	29	1	32	347
1502784848	0	32	30	58	384
1502784864	0	28	129	61	347
1502784904	0	32	30	58	379
1502784925	0	33	1	58	382
1502784930	0	21	2	52	57
1502784933	0	24	40	39	810
1502784948	0	29	1	57	349
1502784968	0	28	129	61	350
1502785007	0	24	40	39	808
